Species,Stranding_Day,Turtle_Number,Location,Stranding_ID_number,Tail_Length,Sex,Condition,Condition_Description,Flipper_Tag,PIT_Tag,Living_Tag,SCL_Tip,SCL_Notch,SCW,Anterior_depth,Plastron_length,Head_length,Head_width,Front_Flipper_Chord_Length,Front_Flipper_Claw_Length,Rear_Flipper_Chord_Length,Dorsal_Tail_Length,Tail_Vent_to_Tip_Length,Curved_Carapce_length_TIP,CCL_notch,Curved_carapace_Width,Barnacles,Weight,Date_Necropsied,Examiner_Affiliation,Necropsy_Description,Eyeses_Sunoken,Skeletal_Features_Prominoenot,Heavy_Epibiota,Leeches,Goosenoeck_Barnoacles,Head_Appendages_Epibiota,Carapace_Epibiota,Plastron_Epibiota,Muscle_Status,Fat_Status,Joint_Fluid,Coelomic_Fluid_Volume,Blood_Ino_Heart_Chambers,Heart_Weight,Liver_Weight,Spleen_Weight,Kidney_Weight,GOvarynads,Testes_Characterization,Testes_Length,Testes_Width,Epididymis_Characterization,Ovaries_Characterization,Ovary_Length,Oviduct_Characterization,Trachea_Foam_Froth,Trachea_Foam_Froth_Anoterior,Trachea_Foam_Froth_Posterior,Trachea_Foam_Froth_Amount,Trachea_Sanod_Sedimenot,Trachea_Bronchi_Findings,Brain_Weight
Chelonia mydas,T01,3 Tynd,Tyndall Air Force Base,Tyndall NME20100111_003,,Female,1,Fresh Dead,no,no,no,42.3,41.6,36.4,13.9,35.5,11.2,6.8,23.8,10.9,15.4,2.8,2.1,49.4,43.8,39.5,no,9.8,12-Feb-10,North Carolina State University College of Veterinary Medicine,External and Internal,no,no,no,no,no,5,30,5,Well muscled/No atrophy,,Blood-tinged,70,yes,61,194,18.7,39.9,Ovary,,,,,all follicles <4 mm diameter,10,<3 mm diametermm,yes,no,yes,small,no,No Significant Findings,3.1
Chelonia mydas,T01,4 Tynd,Tyndall Air Force Base,Tyndall NME20100111_004,,Male,2,Moderately Decomposed,no,no,no,34.1,33.9,28.5,10.2,28.6,9.4,6.1,18.6,9.2,11.4,3.6,2.2,34.9,34.7,31.2,no,4.6,12-Feb-10,North Carolina State University College of Veterinary Medicine,External and Internal,no,yes,no,no,no,0,3,0,Well muscled/No atrophy,Mild to moderate atrophy,Blood-tinged,15,,13.9,87.5,4,15,Testes,Flat,4.5,0.7,Not expanded from wall,,,,no,no,no,,no,,2.7
Chelonia mydas,T01,10 Tynd,Tyndall Air Force Base,Tyndall NME20100111_010,0,Female,2,Moderately Decomposed,no,no,no,29.8,29.2,23.8,8.5,24.3,8.2,5.3,16.3,8.6,10.2,2.4,1.9,30.3,29.8,26.1,no,2.8,12-Feb-10,North Carolina State University College of Veterinary Medicine,External and Internal,no,no,no,no,no,<1,0,<1,Mild to moderate atrophy,Mild to moderate atrophy,Blood-tinged,12,yes,12.2,65.9,1.3,10.8,Ovary,,,,,all follicles <4 mm diameter,6.4,<3 mm diametermm,yes,no,yes,small,no,No Significant Findings,2.1
Chelonia mydas,T01,11 Tynd,Tyndall Air Force Base,Tyndall NME20100111_011,0,Male,2,Moderately Decomposed,no,no,no,33.7,33.2,27.2,10.4,27.1,9.3,5.6,18.2,9.6,11.6,3.8,2.4,35,34.3,30.5,no,4.2,12-Feb-10,North Carolina Wildlife Resources Commission,External and Internal,no,no,no,no,no,0,1,0,Well muscled/No atrophy,Abundant/No atrophy,"Blood-tinged, viscous",30,yes,17.7,108.4,2,23.2,Testes,Flat,4.7,0.7,Not expanded from wall,,,,yes,yes,yes,small,no,No Significant Findings,1.6
Chelonia mydas,T01,12 Tynd,Tyndall Air Force Base,Tyndall NME20100111_012,0.4,Female,2,Moderately Decomposed,no,no,no,45.4,44.8,36.9,14.4,37.3,11.5,7.1,25.1,11.2,15.4,4.8,3.2,47.2,46.6,40.8,no,10.6,12-Feb-10,North Carolina State University College of Veterinary Medicine,External and Internal,no,no,no,no,no,0,15,0,Well muscled/No atrophy,Abundant/No atrophy,Blood-tinged,80,yes,38.6,269,8.8,58.8,Ovary,,,,,all follicles <4 mm diameter,9,<3 mm diametermm,no,,,,,,
Chelonia mydas,T01,13 Tynd,Tyndall Air Force Base,Tyndall NME20100111_013,0,Female,2,Moderately Decomposed,no,no,no,27.3,26.8,22.4,8.7,21.7,7.9,5,14.9,8,8.5,2.8,1.9,28.2,27.7,24.4,no,2.2,12-Feb-10,North Carolina Wildlife Resources Commission,External and Internal,no,no,no,no,no,0,0,0,Well muscled/No atrophy,Abundant/No atrophy,"Blood-tinged, viscous",,yes,11.2,44.9,2,9.3,Ovary,,,,,all follicles <4 mm diameter,3,<3 mm diametermm,no,no,no,,no,No Significant Findings,1.4
Chelonia mydas,T01,14 Tynd,Tyndall Air Force Base,Tyndall NME20100111_014,0,Female,2,Moderately Decomposed,no,no,no,25.9,25.6,21.4,8.6,21.3,7.7,4.8,16.1,8.2,9.3,2.8,1.7,28,27.8,23.8,yes,2.2,12-Feb-10,NMFS SEFSC,External and Internal,no,yes,yes,no,no,0,30,0,Mild to moderate atrophy,Severe Atrophy:Autolyzed,"Blood-tinged, viscous",Lots,yes,11,34.7,0.5,"Rt. 11.5, lt. 9.6",Ovary,,,,,all follicles <4 mm diameter,4.5,<3 mm diametermm,yes,yes,yes,moderate,no,No Significant Findings,
Chelonia mydas,T01,15 Tynd,Tyndall Air Force Base,Tyndall NME20100111_015,0,Male,2,Moderately Decomposed,no,no,no,37.5,37,31.4,12.9,29.8,10.6,6.5,20.9,10.4,12.3,4.2,2.8,39,38.5,36.4,no,6.2,12-Feb-10,NMFS SEFSC,External and Internal,no,no,no,no,no,0,5,0,Well muscled/No atrophy,Abundant/No atrophy,"Blood-tinged, viscous",Copious,yes,26.9,185,9,24.1,Testes,Ellipsoidal,5.5,0.8,Not expanded from wall,,,,yes,yes,yes,small ant. moderate Post.,no,No Significant Findings,2.7
Chelonia mydas,T01,1 Tynd,Tyndall Air Force Base,Tyndall NME20100112_001,0,Female,1,Fresh Dead,no,no,no,32.3,32,26.9,11,26.3,9.1,5.5,18.8,9.3,11.8,3.6,2.3,33.8,33.2,30,no,4.2,4-Feb-10,North Carolina State University College of Veterinary Medicine,External and Internal,no,no,no,no,no,0,1,0,Mild to moderate atrophy,Mild to moderate atrophy,Blood-tinged,10,yes,15.8,87.4,2,17.9,Ovary,,,,,all follicles <4 mm diameter,5.5,<3 mm diameter,no,,,,,,2.1
Chelonia mydas,T01,2 Tynd,Tyndall Air Force Base,Tyndall NME20100112_002,0,Male,2,Moderately Decomposed,no,no,no,32.1,31.5,25.3,10.4,27,8.7,5.4,17.4,9.4,10.7,3.5,1.9,33.7,32.6,28.2,no,3.8,4-Feb-10,North Carolina Wildlife Resources Commission,External and Internal,no,no,no,no,no,0,1,0,Well-muscled/No Atrophy,Abundant/No atrophy,Blood-tinged,,yes,22.1,74.2,2.6,,Testes,Flat,3.5,0.8,Not Expanded from Wall,,,,yes,no,yes,Small,no,No Significant Findings,2.4
Chelonia mydas,T02,3 Tynd,Tyndall Air Force Base,Tyndall NME20100112_003,0,Female,,,no,no,no,45.9,45.4,38.7,15.5,38.1,11.6,7.6,23.8,11.7,15.9,4.2,3.5,48.4,47.9,43,no,12.2,23-Feb-10,North Carolina State University College of Veterinary Medicine,External and Internal,no,no,no,no,no,0,0,0,Well-muscled/No Atrophy,Abundant/No atrophy,Blood-tinged,25,yes,45.9,185.9,9.5,46.8,Ovary,,,,,all follicles <4 mm diameter,8.5,<3 mm diameter,yes,yes,yes,small,no,,2.1
Chelonia mydas,T01,23 Tynd,Tyndall Air Force Base,Tyndall NME20100112_023,,Male,1,Fresh Dead,no,no,no,30,29.7,25.8,11,,9.1,,16.5,9.5,5.6,2.2,1.7,31.4,30.9,29.4,no,3.7,23-Jan-10,NMFS SEFSC,External and Internal,no,no,no,no,no,0,<1,0,Well-muscled/No Atrophy,Abundant/No atrophy,Blood-tinged,,yes,16.7,78.9,2.9,,Testes,,3.2,0.4,,,,,yes,yes,yes,"Small, Moderate",no,No Significant Findings,1.9
Chelonia mydas,T01,42 Tynd,Tyndall Air Force Base,Tyndall NME20100114_042,0,Male,1,Fresh Dead,no,no,no,29,28.6,22,9.2,,6.9,,17.1,7.9,11.1,2.9,2.5,29.7,29.3,25.1,no,2.4,24-Jan-10,NMFS SEFSC SEFSC,External and Internal,yes,no,no,no,no,0,0,0,Well-muscled/No Atrophy,Mild to moderate atrophy,Blood-tinged,Copious,yes,16.9,60.7,5.4,,Testes,Flat,3.5,0.6,Not Expanded from Wall,,,,yes,yes,yes,Copious,no,No Significant Findings,2.2
Chelonia mydas,T04,1 Tynd,Tyndall Air Force Base,Tyndall NME20100115_001,0,Male,2,Moderately Decomposed,no,no,no,29.9,29.5,24.3,10.4,24.6,8.9,5.3,17.5,8.8,10.9,3.1,1.8,31.4,30.9,27.5,yes,3.4,23-Feb-10,NMFS SEFSC,External and Internal,no,no,no,no,no,0,5,0,Well-muscled/No Atrophy,Severe Atrophy,"Blood-tinged, Viscous",Copious,yes,18.2,77.9,1.9,14.5,Testes,Flat,3.8,0.8,Not Expanded from Wall,,,,yes,yes,yes,Small ant. Moderate Post.,no,No Significant Findings,2.5
Chelonia mydas,T04,2 Tynd,Tyndall Air Force Base,Tyndall NME20100115_002,0,Female,2,Moderately Decomposed,no,no,no,30,29.8,25.4,10.1,25.5,8.7,5.4,17,8.9,10.8,2.5,1.8,31.2,31,28,no,3.2,23-Feb-10,North Carolina State University College of Veterinary Medicine,External and Internal,no,yes,no,,,0,10,0,Well-muscled/No Atrophy,Mild to moderate atrophy,Blood-tinged,25,yes,17.3,75.8,1.4,11.8,Ovary,,,,,,3.5,,yes,yes,yes,small,no,,1.9
Chelonia mydas,T04,3 Tynd,Tyndall Air Force Base,Tyndall NME20100115_003,0,Male,2,Moderately Decomposed,no,no,no,24.5,24.1,19.4,8.1,20,7.3,4.5,13.6,7.2,8.1,2.5,1.5,25.7,25.2,21.4,no,1.6,23-Feb-10,North Carolina Wildlife Resources Commission,External and Internal,no,no,no,no,no,0,5,0,Well-muscled/No Atrophy,Abundant/No atrophy,Blood-tinged,15,yes,6.4,35.6,1.9,6.1,Testes,flat,3,0.4,Not Expanded from Wall,,,,no,no,no,,no,No Significant Findings,1.3
Chelonia mydas,T04,4 Tynd,Tyndall Air Force Base,Tyndall NME20100115_004,0,,4,Dried Carcass,no,no,no,27.8,27.4,22.3,8.6,7.7,4.7,15.5,8.1,9.8,22.3,2.9,1.5,28.7,28.4,24.7,no,1,23-Feb-10,North Carolina State University College of Veterinary Medicine,External and Internal,yes,yes,no,no,,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,
Chelonia mydas,T04,5 Tynd,Tyndall Air Force Base,Tyndall NME20100115_005,0,,4,Dried Carcass,no,no,no,24,23.5,19.3,7.5,19.6,7.6,4.6,13.9,7.8,8.6,2.7,1.8,24.8,24.2,21.4,no,1.2,23-Feb-10,North Carolina State University College of Veterinary Medicine,,missinog,yes,no,no,no,0,<1,0,,,,,,,,,,,,,,,,,,,,,,,,
Chelonia mydas,T05,52 Tynd,Tyndall Air Force Base,Tyndall NME20100119_052,0,Female,2,Moderately Decomposed,no,no,no,26.8,26.3,22.9,8.3,22.7,8.2,5.1,16.4,8.2,8.8,2.9,1.4,27.8,27.4,24.6,no,2.4,23-Feb-10,NMFS SEFSC,External and Internal,no,no,no,no,no,0,10,0,Mild to moderate atrophy,Mild to moderate atrophy,,Copious,yes,9.7,37.2,0.9,8.4,Ovary,,,,,all follicles <4 mm diameter,4.3,<3 mm diameter,yes,yes,yes,Moderate,no,No Significant Findings,1.3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chelonia mydas,3,-1,"St. Joseph Bay, Florida",Cm 001,.,Female,1,Fresh Dead,no,no,no,32.6,31.9,26.7,10.9,.,9.7,.,18,9.1,10.9,3.8,1.8,35,33.9,29.6,yes,4,,North Carolina Wildlife Resources Commission,External and Internal,.,no,no,no,no,0,5,0,Well-muscled/no atrophy,Abundant/No Atrophy,Blood-tinged/viscous,copious,yes,18,83,5,.,Ovary,.,.,.,.,all follicles <4 mm diameter,4,<3 mm diameter,yes,yes,no,small,no,No Significant Findings,.
Chelonia mydas, ,-2,"St. Joseph Bay, Florida",Cm 002,.,Female,1,Fresh Dead,no,no,no,36.5,36.1,29.2,10.2,.,10.1,.,20.6,10.4,12.8,4,2.3,38.1,37.7,31.7,no,6,,.,External and Internal,.,no,no,.,.,0,2,0,Well-muscled/no atrophy,Abundant/No Atrophy,Blood-tinged/viscous,20,yes,25.2,41.2,20.2,32.6,Ovary,.,.,.,.,all follicles <4 mm diameter,6,<3 mm diameter,yes,yes,yes,small,no,No Significant Findings,.
Chelonia mydas, ,-3,"St. Joseph Bay, Florida",Cm 003,.,Female,.,,.,.,.,27.6,27.1,22.3,9.7,.,7.9,.,16.1,9,10,3.6,2.4,29.1,28.6,24.7,no,2.6,,.,.,no,no,no,no,no,0,5,0,Well-muscled/no atrophy,Mild/Moderate Atrophy,No Significant Findings,.,yes,.,.,.,.,Ovary,.,.,.,.,all follicles <4 mm diameter,4.5,<3 mm diameter,no,no,no,.,no,No Significant Findings,.
Chelonia mydas, ,-15,"St. Joseph Bay, Florida",Cm 015,.,Female,1,Fresh Dead,no,no,no,31.6,31.4,25.5,10.9,.,8.7,.,17.9,9,11.4,3,1.4,34,33.6,29.9,yes,4.2,,North Carolina Wildlife Resources Commission,.,no,no,no,no,no,0,1,<5,Well-muscled/no atrophy,Mild/Moderate Atrophy,Blood-tinged,20,yes,20.6,121.4,12.3,.,Ovary,.,.,.,.,all follicles <4 mm diameter,6,<3 mm diameter,yes,yes,yes,small,no,No Significant Findings,1.6
Chelonia mydas,3,17,"St. Joseph Bay, Florida",Cm 017,.,Female,1,Fresh Dead,no,no,no,25.5,25.4,21,8.4,.,6.8,.,14.4,7.7,9.2,3,1.7,28.5,28.2,23.6,no,2,,NMFS SEFSC SEFSC,External and Internal,no,no,no,no,no,0,50,0,Mild/Moderate Atrophy,Severe atrophy,Blood-tinged,copious,yes,8,41.7,<1,.,Ovary,.,.,.,.,all follicles <4 mm diameter,2.7,<3 mm diameter,no,.,.,.,no,No Significant Findings,1
Chelonia mydas,6?,18,"St. Joseph Bay, Florida",Cm 018,.,Female,1,Fresh Dead,no,no,no,52.5,51.7,41.3,17.1,.,13.7,.,27.5,13.5,18,5.1,2.5,56.6,54.9,48.6,no,17,,NMFS SEFSC SEFSC,External and Internal,.,.,no,no,no,0,0,0,Well-muscled/no atrophy,Abundant/No Atrophy,Blood-tinged,.,no,50.5,384,25,.,Ovary,.,.,.,.,all follicles <4 mm diameter,8.6,<3 mm diameter,yes,no,yes,moderate,no,No Significant Findings,4
Chelonia mydas,3,20,"St. Joseph Bay, Florida",Cm 020,0.6,Female,1,Fresh Dead,no,no,no,43.1,42.8,34.5,15.5,.,11.1,.,22.4,10.6,14.5,4.5,3,45.7,45.4,39.6,no,10.6,,.,External and Internal,no,no,no,no,no,<1,1,0,Well-muscled/no atrophy,Mild/Moderate Atrophy,Blood-tinged,700,,56.2,230,13.9,.,Ovary,.,.,.,.,all follicles <4 mm diameter,2.4,<3 mm diameter,no,no,no,.,no,No Significant Findings,4
Chelonia mydas, ,21,"St. Joseph Bay, Florida",Cm 021,.,Male,1,Fresh Dead,no,no,no,28.6,28,23.7,9.3,.,7.7,.,16,8.4,9.8,3.5,2,29.7,29.2,25.8,no,2.8,,North Carolina Wildlife Resources Commission,External and Internal,no,no,no,no,no,0,5,0,Well-muscled/no atrophy,Abundant/No Atrophy,No Significant Findings,100,yes,12.8,87.6,4.2,.,Testes,flat,3.5,0.7,.,all follicles <4 mm diameter,.,.,no,.,.,.,no,No Significant Findings,2.3
Chelonia mydas,5,22,"St. Joseph Bay, Florida",Cm 022,.,Female,1,Fresh Dead,no,no,no,24.3,24.1,18,7.3,.,7.2,.,15.1,7.7,9,3,1.8,25.2,24.7,19.5,no,1.2,,NMFS SEFSC SEFSC,External and Internal,no,no,no,no,no,0,5,0,Mild/Moderate Atrophy,Mild/Moderate Atrophy,Blood-tinged,.,yes,8.9,36.3,1.9,.,Ovary,.,.,.,.,all follicles <4 mm diameter,3.7,<3 mm diameter,yes,yes,yes,small,no,No Significant Findings,2.1
Chelonia mydas, ,23,"St. Joseph Bay, Florida",Cm 023,.,Female,1,Fresh Dead,no,no,no,33,32.5,27.5,10.1,.,8.6,.,18.6,9.2,11.4,4.2,3,34.5,33.9,29.5,no,2.8,,.,External and Internal,.,yes,no,no,no,0,5,0,Well-muscled/no atrophy,Mild/Moderate Atrophy,.,0,.,.,.,.,.,Ovary,.,.,.,.,all follicles <4 mm diameter,5.3x0.7,<3 mm diameter,no,no,no,.,no,.,2.2
Chelonia mydas,4,24,"St. Joseph Bay, Florida",Cm 024,.,Male,1,Fresh Dead,no,no,no,52.7,51.8,42.5,17.2,.,12.9,.,27.6,13.5,17.9,4.6,3.1,55.5,54.7,47.8,no,18.2,,NMFS SEFSC SEFSC,External and Internal,no,no,no,no,no,1,3,0,Well-muscled/no atrophy,Abundant/No Atrophy,Blood-tinged,copious,yes,122,445,18,.,Testes,ellipsoidal (slightly),8.8,1.2,Not expanded from wall,.,.,.,yes,no,yes,moderate,no,.,4
Chelonia mydas, ,25,"St. Joseph Bay, Florida",Cm 025,0,Male,1,Fresh Dead,no,no,no,28.8,28.5,23.7,7.7,.,7.5,.,16.9,8.3,9.8,3.6,2,29.6,29.3,25.8,no,2.4,,North Carolina State University College of Veterinary Medicine,External and Internal,no,no,no,no,no,0,20,0,Well-muscled/no atrophy,Abundant/No Atrophy,No Significant Findings,25,yes,6.7,47.6,3,.,Testes,flat,4.5,0.5,Not expanded from wall,.,.,.,no,.,.,.,no,No Significant Findings,2
Chelonia mydas,7,26,"St. Joseph Bay, Florida",Cm 026,.,Male,1,Fresh Dead,yyf593- Gainoesville LFF,no,no,54.2,53.9,44.9,17.2,.,13.7,.,28.8,13.8,18.7,6.8,3.7,56.5,56,49.5,no,19.8,,North Carolina State University College of Veterinary Medicine,External and Internal,no,no,no,no,no,0,5,0,Well-muscled/no atrophy,Abundant/No Atrophy,Blood-tinged,30,yes,72,498.2,38.2,102,Testes,flat,8,1,Not expanded from wall,.,.,.,yes,no,yes,small,no,No Significant Findings,6.8
Chelonia mydas,6,27,"St. Joseph Bay, Florida",Cm 027,.,Female,.,,no,no,no,31.6,31.4,26.6,11,.,8.9,.,16,8.6,10.8,4,2.2,32.9,32.6,30,yes,2.8,,.,.,yes,no,no,no,no,0,2,0,Well-muscled/no atrophy,Abundant/No Atrophy,Blood-tinged,.,yes,12,76.5,.,.,Ovary,.,.,.,.,all follicles <4 mm diameter,3.9,<3 mm diameter,no,no,no,.,no,No Significant Findings,1
Chelonia mydas, ,28,"St. Joseph Bay, Florida",Cm 028,.,Female,1,Fresh Dead,no,no,no,29.4,28.9,24.3,9.6,.,8.3,.,15.8,8.1,9.7,3,2.1,30.9,30.4,26.4,yes,3,,North Carolina State University College of Veterinary Medicine,External and Internal,no,no,yes,no,no,0,20,0,Well-muscled/no atrophy,Mild/Moderate Atrophy,No Significant Findings,12,yes,10.9,70.5,3.1,.,Ovary,.,.,.,.,all follicles <4 mm diameter,5.1x0.3,.,yes,yes,yes,small,no,No Significant Findings,2.1
Chelonia mydas, ,29,"St. Joseph Bay, Florida",Cm 029,0,Female,2,Moderately Decomposed,no,no,no,42,41.4,34.9,14.3,.,10.3,.,21.2,11.2,14.3,4.5,2.5,44.4,43.6,38.6,yes,9.6,,North Carolina State University College of Veterinary Medicine,External and Internal,no,no,no,no,no,0,5,0,Well-muscled/no atrophy,Abundant/No Atrophy,Blood-tinged,20,yes,57.2,232,.,55.7,Ovary,.,.,.,.,all follicles <4 mm diameter,7.5,<3 mm diameter,yes,no,yes,small,no,No Significant Findings,2.4
Chelonia mydas,6,30,"St. Joseph Bay, Florida",Cm 030,.,Female,1,Fresh Dead,no,no,no,32.6,32.1,25.4,11.1,.,9.4,.,18.1,9.4,11.6,3.5,1.8,34.2,34.6,27.6,yes,4.4,,.,.,no,no,no,no,no,0,5,0,Well-muscled/no atrophy,Abundant/No Atrophy,Blood-tinged,.,yes,15,.,7,.,Ovary,.,.,.,.,all follicles <4 mm diameter,5.8,<3 mm diameter,yes,yes,yes,moderate,no,No Significant Findings,4
Chelonia mydas, ,31,"St. Joseph Bay, Florida",Cm 031,.,Female,1,Fresh Dead,no,no,no,41.5,40.9,31.9,14.1,.,11.1,.,22,10.8,14.1,5,3.2,42.7,42.4,35.7,no,9,,North Carolina Wildlife Resources Commission,External and Internal,no,no,no,no,no,<1,<1,0,Well-muscled/no atrophy,Abundant/No Atrophy,Blood-tinged,.,yes,46.8,217.4,14.5,.,Ovary,.,.,.,.,all follicles <4 mm diameter,6,<3 mm diameter,yes,no,yes,small,no,No Significant Findings,4.1
Chelonia mydas, ,32,"St. Joseph Bay, Florida",Cm 032,.,Male,1,Fresh Dead,no,no,no,33.7,33.4,26.9,10.4,.,9.1,.,17.8,9.9,12,4,2.2,34.8,34.5,29,no,4.2,,North Carolina State University College of Veterinary Medicine,External and Internal,no,no,no,no,no,0,0,0,Well-muscled/no atrophy,Mild/Moderate Atrophy,.,30,yes,28.9,120.3,4.5,.,Testes,flat,4.8,0.8,Not expanded from wall,.,.,.,yes,yes,yes,small,no,No Significant Findings,2.7
Chelonia mydas,3,33,"St. Joseph Bay, Florida",Cm 033,0,Female,1,Fresh Dead,no,no,no,24.4,24.1,19.3,7.4,.,7.8,.,14.6,7.6,9,2.4,1.5,24.9,24.4,20.9,no,1.6,,NMFS SEFSC SEFSC,External and Internal,yes,no,no,no,no,0,0,0,Well-muscled/no atrophy,Abundant/No Atrophy,Blood-tinged,.,.,4,30.4,1.1,.,Ovary,.,.,.,.,all follicles <4 mm diameter,4.2,<3 mm diameter,no,.,.,.,no,No Significant Findings,1.4
Chelonia mydas, ,34,"St. Joseph Bay, Florida",Cm 034,0,Female,1,Fresh Dead,no,no,no,37.6,37.3,31,13.6,.,10,.,21.8,11.1,14.5,3.6,2.2,39.2,38.9,35,no,6.8,,North Carolina Wildlife Resources Commission,External and Internal,no,no,no,no,no,0,0,0,Well-muscled/no atrophy,Abundant/No Atrophy,"Blood-tinged, viscous",copious,yes,38,193,10,.,Ovary,.,.,.,.,all follicles <4 mm diameter,4,<3 mm diameter,no,.,.,.,no,No Significant Findings,2.4
Chelonia mydas, ,35,"St. Joseph Bay, Florida",Cm 035,.,Male,2,Moderately Decomposed,no,no,no,32.4,32.1,27.5,10.7,.,9.4,.,18.8,10,11.1,3.3,2.5,33.9,33.1,30.3,no,4,,North Carolina State University College of Veterinary Medicine,External and Internal,no,no,no,no,no,0,<1,0,Well-muscled/no atrophy,Mild/Moderate Atrophy,Blood-tinged,18,yes,11.6,97.9,4.3,8.5,Testes,flat,6,0.7,Not expanded from wall,.,.,.,yes,yes,yes,small,no,exudate,2.7
Chelonia mydas,5,36,"St. Joseph Bay, Florida",Cm 036,.,Female,1,Fresh Dead,no,no,no,26.8,26.4,22,8.5,.,8.2,.,15.4,8.1,9.9,2.8,1.3,27.7,27.2,23.7,no,1.8,,North Carolina Wildlife Resources Commission,External and Internal,no,no,no,no,no,0,1,0,Well-muscled/no atrophy,Mild/Moderate Atrophy,No Significant Findings,copious,yes,8.7,112,2,.,Ovary,.,.,.,.,all follicles <4 mm diameter,4.5,<3 mm diameter,yes,yes,yes,small,no,No Significant Findings,1.6
